ID,Item_name,Warranty Period(Days),RAM type,Screen Size,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
938,MSI GP62M Leopard Gaming,,,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1199
939,Dell Latitude 7480 Ultrabook,,,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1639
940,Dell Alienware 17 Gaming,,,17.3,Intel Core i7 6820HK 2.7GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.36,2758
941,HP Omen 17-W006na Gaming,,,17.3,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 965M,Windows 10,2.75,1399
942,Asus X751SV-TY001T (N3710/4GB/1TB/GeForce Notebook,,,17.3,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,530
943,Acer TravelMate P259-G2 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.23,619
944,Toshiba Tecra A50-C-1ZV Notebook,,,15.6,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.2,1119
945,Lenovo Yoga 700-11ISK 2 in 1 Convertible,,,11.3,Intel Core M m7-6Y75 1.2GHz,8,256GB SSD,Intel HD Graphics 515,Windows 10,1.1,1299
946,Lenovo IdeaPad Y700-15ACZ Gaming,,,15.6,AMD FX 8800P 2.1GHz,16,512GB SSD + 1TB HDD,AMD Radeon R9 M385,Windows 10,2.5,999
947,Dell Latitude 7280 Ultrabook,,,12.5,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics,Windows 10,1.36,1472.2
948,Lenovo IdeaPad 310-15IKB Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 920MX,No OS,2.2,685
949,Dell Insprion 5767 Notebook,,,17.3,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,659
950,Acer Chromebook 14 Notebook,,,14,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,349
951,HP ZBook Studio Workstation,,,15.6,Intel Core i7 6820HQ 2.7GHz,8,8GB SSD,Nvidia Quadro M1000M,Windows 10,2,2249
952,Dell Latitude 7480 Ultrabook,,,14,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1775
953,Toshiba Portege Z30-C-1CW Notebook,,,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.2,1460
954,Asus Chromebook Flip 2 in 1 Convertible,,,12.5,Intel Core M M7-6Y75 1.2GHz,8,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,1159
955,Lenovo Thinkpad T460 Ultrabook,,,14,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,1488.99
956,Dell Alienware 17 Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,3154
957,Dell XPS 13 2 in 1 Convertible,,,13.3,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Windows 10,1.24,1899
958,HP ProBook x360 2 in 1 Convertible,,,11.6,Intel Pentium Quad Core N4200 1.1GHz,4,256GB SSD,Intel HD Graphics 505,Windows 10,1.45,775
959,Dell XPS 13 Ultrabook,,,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.3,1268
960,Acer Chromebook C738T-C2EJ 2 in 1 Convertible,,,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,389
961,Toshiba Portege Z30-C-16Z Notebook,,,13.3,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1535
962,Lenovo ThinkPad X270 Ultrabook,,,12.5,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1760
963,Acer Aspire F5-573G-510L Notebook,,,15.6,Intel Core i5 20U 2.5GHz,12,128GB SSD + 1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,1009
964,Toshiba Portege X20W-D-10V Ultrabook,,,12.5,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1790
965,HP ProBook 450 Notebook,,,15.6,Intel Core i5 20U 2.50GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,846.5
966,Dell Inspiron 3567 Notebook,,,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M430,Linux,2.25,465.62
967,Dell Latitude 5580 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,825
968,HP ProBook 450 Notebook,,,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,685
969,Dell Alienware 17 Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,32,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,3149
970,Lenovo IdeaPad 310-15IKB Notebook,,,15.6,Intel Core i5 20U 2.5GHz,6,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,695
971,Dell XPS 13 2 in 1 Convertible,,,13.3,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Intel HD Graphics 615,Windows 10,1.22,1899
972,Dell Latitude E7470 Ultrabook,,,14,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,1962.98
973,Dell Alienware 17 Gaming,,,17.3,Intel Core i7 6700HQ 2.6GHz,32,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2800
974,Toshiba Tecra A40-C-1DF Notebook,,,14,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.95,1180
975,Asus Rog Strix Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,2049.9
976,HP Probook 450 Notebook,,,15.6,Intel Core i5 20U 2.70GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,979
977,Lenovo ThinkPad T460 Notebook,,,14,Intel Core i5 6200U 2.3GHz,4,508GB Hybrid,Intel HD Graphics 520,Windows 7,1.7,1002
978,Asus Q534UX-BHI7T19 (i7-7500U/16GB/2TB 2 in 1 Convertible,,,15.6,Intel Core i7 7500U 2.7GHz,16,512GB SSD + 2TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,1799
979,HP 15-bs053od (i7-7500U/6GB/1TB/W10) Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,579
980,Asus Rog GL753VE-DS74 Gaming,,,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,1749
981,Dell Inspiron 7579 2 in 1 Convertible,,,15.6,Intel Core i7 7500U 2.7GHz,12,512GB SSD,Intel HD Graphics 620,Windows 10,2.19,1299
982,Toshiba Portege Z30-C-1CV Notebook,,,13.3,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 7,1.2,1195
983,Lenovo IdeaPad 320-15ABR Notebook,,,15.6,AMD A12-Series 92P 3.6GHz,6,256GB SSD,AMD Radeon 530,Windows 10,2.2,549
984,Fujitsu LifeBook A556 Notebook,,,15.6,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,649
985,Toshiba Tecra A40-C-1KF Notebook,,,14,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.75,915
986,Dell Inspiron 3567 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25,599
987,HP Probook 450 Notebook,,,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,806
988,Lenovo Legion Y520-15IKBN Gaming,,,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5,1189
989,Dell Inspiron 5567 Notebook,,,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,749
990,Dell Latitude 5480 Notebook,,,14,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.6,1119
991,HP EliteBook Folio Netbook,,,12.5,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,1908
992,HP 15-bs005nv (i3-6006U/4GB/1TB Notebook,,,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD + 1TB HDD,AMD Radeon 520,Windows 10,2.1,499
993,Lenovo V110-15IAP (N3350/4GB/128GB/No Notebook,,,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel HD Graphics 500,No OS,1.9,270.62
994,Lenovo ThinkPad T560 Notebook,,,15.6,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,1349
995,Dell Inspiron 5378 2 in 1 Convertible,,,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.68,889
996,Asus ZenBook UX310UA-FB485T Notebook,,,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,1150
997,HP Spectre 13-V111dx Ultrabook,,,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,1349
998,Acer Aspire ES1-533 Notebook,,,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 505,Windows 10,2.4,380
999,Asus Rog GL553VE-DS74 Gaming,,,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1799
1000,HP EliteBook 840 Ultrabook,,,,,,,,,,
